venue_no,name,region,location,rating,no_of_reviews,price_text,price_type,price_numeric,capacity,min_capacity,max_capacity,url
V1815,Hedsor House,Oxfordshire,Oxfordshire,5.0,129.0,"From £6,450",venue,6450.0,"150
Guests",150.0,N/A,https://www.hitched.co.uk/wedding-venues/hedsor-house_5019.htm
V1816,Bodleian Libraries,Oxfordshire,"Oxford, Oxfordshire",5.0,12.0,"From £2,900",venue,2900.0,"2 to 150
Guests",2.0,150.0,https://www.hitched.co.uk/wedding-venues/the-bodleian-libraries_7031.htm
V1817,The Clifden Arms,Oxfordshire,"Oxford, Oxfordshire",N/A,N/A,From £65,meal,65.0,"30 to 80
Guests",30.0,80.0,https://www.hitched.co.uk/wedding-venues/the-clifden-arms_275271.htm
V1818,Hollands Farm Weddings and Events,Oxfordshire,"Oxford, Oxfordshire",N/A,N/A,N/A,N/A,N/A,"10 to 300
Guests",10.0,300.0,https://www.hitched.co.uk/wedding-venues/hollands-farm-weddings-and-events_363373.htm
V1819,Clearwell Castle,Oxfordshire,Oxfordshire,5.0,85.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/clearwell-castle_932.htm
V1820,Macdonald Bear Hotel,Oxfordshire,"Woodstock, Oxfordshire",5.0,2.0,From £50,meal,50.0,"2 to 60
Guests",2.0,60.0,https://www.hitched.co.uk/wedding-venues/macdonald-bear-hotel_8318.htm
V1821,Mercure Thame Lambert Hotel,Oxfordshire,"Chinnor, Oxfordshire",4.9,28.0,"From £1,500",venue,1500.0,"50 to 150
Guests",50.0,150.0,https://www.hitched.co.uk/wedding-venues/mercure-thame-lambert-hotel_5018.htm
V1822,Oxleaze Barn,Oxfordshire,Oxfordshire,5.0,27.0,"From £3,000",venue,3000.0,"150
Guests",150.0,N/A,https://www.hitched.co.uk/wedding-venues/oxleaze-barn_7538.htm
V1823,"TreeDwellers, Cornbury",Oxfordshire,"Chipping Norton, Oxfordshire",N/A,N/A,"From £25,000",venue,25000.0,"2 to 499
Guests",2.0,499.0,https://www.hitched.co.uk/wedding-venues/treedwellers-cornbury_326037.htm
V1824,Whately Hall Hotel,Oxfordshire,"Banbury, Oxfordshire",5.0,3.0,From £100,meal,100.0,"30 to 150
Guests",30.0,150.0,https://www.hitched.co.uk/wedding-venues/whately-hall-hotel_190071.htm
V1825,Brinsop Court Manor House and Barn,Oxfordshire,Oxfordshire,5.0,116.0,From £55,meal,55.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/brinsop-court-manor-house-and-barn_6218.htm
V1826,Old Luxters Barn,Oxfordshire,"Henley On Thames, Oxfordshire",4.9,88.0,"From £2,500",venue,2500.0,"50 to 114
Guests",50.0,114.0,https://www.hitched.co.uk/wedding-venues/old-luxters-barn_3252.htm
V1827,Lains Barn,Oxfordshire,"Wantage, Oxfordshire",4.9,45.0,"From £2,800",venue,2800.0,"40 to 200
Guests",40.0,200.0,https://www.hitched.co.uk/wedding-venues/lains-barn_1951.htm
V1828,voco Oxford Thames,Oxfordshire,"Sanford On Thames, Oxfordshire",5.0,54.0,From £125,meal,125.0,"50 to 200
Guests",50.0,200.0,https://www.hitched.co.uk/wedding-venues/voco-oxford-thames_1932.htm
V1829,Merriscourt,Oxfordshire,"Chipping Norton, Oxfordshire",4.9,21.0,"From £1,950",venue,1950.0,"50 to 120
Guests",50.0,120.0,https://www.hitched.co.uk/wedding-venues/merriscourt_4539.htm
V1830,The Chesterton Hotel,Oxfordshire,"Bicester, Oxfordshire",N/A,N/A,From £100,venue,100.0,"80 to 300
Guests",80.0,300.0,https://www.hitched.co.uk/wedding-venues/the-chesterton-hotel_304734.htm
V1831,Ardington House,Oxfordshire,"Wantage, Oxfordshire",5.0,47.0,"From £5,500",venue,5500.0,"5 to 200
Guests",5.0,200.0,https://www.hitched.co.uk/wedding-venues/ardington-house_1949.htm
V1832,The Vines Black Bourton,Oxfordshire,"Bampton, Oxfordshire",5.0,1.0,"From £1,500",venue,1500.0,"40 to 150
Guests",40.0,150.0,https://www.hitched.co.uk/wedding-venues/the-vines-black-bourton_306706.htm
V1833,Worton Hall,Oxfordshire,"Witney, Oxfordshire",5.0,55.0,"From £3,100",venue,3100.0,"50 to 280
Guests",50.0,280.0,https://www.hitched.co.uk/wedding-venues/worton-hall_5281.htm
V1834,Notley Abbey,Oxfordshire,Oxfordshire,4.9,129.0,From £110,meal,110.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/notley-abbey_3871.htm
V1835,Garden House Venue,Oxfordshire,"Abingdon, Oxfordshire",5.0,3.0,"From £3,200",venue,3200.0,"25 to 300
Guests",25.0,300.0,https://www.hitched.co.uk/wedding-venues/garden-house-venue_9007.htm
V1836,The Harcourt Arms,Oxfordshire,"Witney, Oxfordshire",N/A,N/A,From £45,meal,45.0,"10 to 75
Guests",10.0,75.0,https://www.hitched.co.uk/wedding-venues/the-harcourt-arms_366255.htm
V1837,Mercure Oxford Hawkwell House Hotel,Oxfordshire,"Oxford, Oxfordshire",5.0,2.0,From £85,meal,85.0,"50 to 150
Guests",50.0,150.0,https://www.hitched.co.uk/wedding-venues/mercure-oxford-hawkwell-house-hotel_306990.htm
V1838,The Tythe Barn Launton,Oxfordshire,"Bicester, Oxfordshire",5.0,146.0,"From £4,750",venue,4750.0,"40 to 220
Guests",40.0,220.0,https://www.hitched.co.uk/wedding-venues/the-tythe-barn-launton_4890.htm
V1839,Hedsor House,Oxfordshire,Oxfordshire,5.0,129.0,"From £6,450",venue,6450.0,"150
Guests",150.0,N/A,https://www.hitched.co.uk/wedding-venues/hedsor-house_5019.htm
V1840,Bodleian Libraries,Oxfordshire,"Oxford, Oxfordshire",5.0,12.0,"From £2,900",venue,2900.0,"2 to 150
Guests",2.0,150.0,https://www.hitched.co.uk/wedding-venues/the-bodleian-libraries_7031.htm
V1841,The Clifden Arms,Oxfordshire,"Oxford, Oxfordshire",N/A,N/A,From £65,meal,65.0,"30 to 80
Guests",30.0,80.0,https://www.hitched.co.uk/wedding-venues/the-clifden-arms_275271.htm
V1842,Hollands Farm Weddings and Events,Oxfordshire,"Oxford, Oxfordshire",N/A,N/A,N/A,N/A,N/A,"10 to 300
Guests",10.0,300.0,https://www.hitched.co.uk/wedding-venues/hollands-farm-weddings-and-events_363373.htm
V1843,Clearwell Castle,Oxfordshire,Oxfordshire,5.0,85.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/clearwell-castle_932.htm
V1844,Macdonald Bear Hotel,Oxfordshire,"Woodstock, Oxfordshire",5.0,2.0,From £50,meal,50.0,"2 to 60
Guests",2.0,60.0,https://www.hitched.co.uk/wedding-venues/macdonald-bear-hotel_8318.htm
V1845,Mercure Thame Lambert Hotel,Oxfordshire,"Chinnor, Oxfordshire",4.9,28.0,"From £1,500",venue,1500.0,"50 to 150
Guests",50.0,150.0,https://www.hitched.co.uk/wedding-venues/mercure-thame-lambert-hotel_5018.htm
V1846,Oxleaze Barn,Oxfordshire,Oxfordshire,5.0,27.0,"From £3,000",venue,3000.0,"150
Guests",150.0,N/A,https://www.hitched.co.uk/wedding-venues/oxleaze-barn_7538.htm
V1847,"TreeDwellers, Cornbury",Oxfordshire,"Chipping Norton, Oxfordshire",N/A,N/A,"From £25,000",venue,25000.0,"2 to 499
Guests",2.0,499.0,https://www.hitched.co.uk/wedding-venues/treedwellers-cornbury_326037.htm
V1848,Whately Hall Hotel,Oxfordshire,"Banbury, Oxfordshire",5.0,3.0,From £100,meal,100.0,"30 to 150
Guests",30.0,150.0,https://www.hitched.co.uk/wedding-venues/whately-hall-hotel_190071.htm
V1849,Brinsop Court Manor House and Barn,Oxfordshire,Oxfordshire,5.0,116.0,From £55,meal,55.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/brinsop-court-manor-house-and-barn_6218.htm
V1850,Old Luxters Barn,Oxfordshire,"Henley On Thames, Oxfordshire",4.9,88.0,"From £2,500",venue,2500.0,"50 to 114
Guests",50.0,114.0,https://www.hitched.co.uk/wedding-venues/old-luxters-barn_3252.htm
V1851,Lains Barn,Oxfordshire,"Wantage, Oxfordshire",4.9,45.0,"From £2,800",venue,2800.0,"40 to 200
Guests",40.0,200.0,https://www.hitched.co.uk/wedding-venues/lains-barn_1951.htm
V1852,voco Oxford Thames,Oxfordshire,"Sanford On Thames, Oxfordshire",5.0,54.0,From £125,meal,125.0,"50 to 200
Guests",50.0,200.0,https://www.hitched.co.uk/wedding-venues/voco-oxford-thames_1932.htm
V1853,Merriscourt,Oxfordshire,"Chipping Norton, Oxfordshire",4.9,21.0,"From £1,950",venue,1950.0,"50 to 120
Guests",50.0,120.0,https://www.hitched.co.uk/wedding-venues/merriscourt_4539.htm
V1854,The Chesterton Hotel,Oxfordshire,"Bicester, Oxfordshire",N/A,N/A,From £100,venue,100.0,"80 to 300
Guests",80.0,300.0,https://www.hitched.co.uk/wedding-venues/the-chesterton-hotel_304734.htm
V1855,Ardington House,Oxfordshire,"Wantage, Oxfordshire",5.0,47.0,"From £5,500",venue,5500.0,"5 to 200
Guests",5.0,200.0,https://www.hitched.co.uk/wedding-venues/ardington-house_1949.htm
V1856,The Vines Black Bourton,Oxfordshire,"Bampton, Oxfordshire",5.0,1.0,"From £1,500",venue,1500.0,"40 to 150
Guests",40.0,150.0,https://www.hitched.co.uk/wedding-venues/the-vines-black-bourton_306706.htm
V1857,Worton Hall,Oxfordshire,"Witney, Oxfordshire",5.0,55.0,"From £3,100",venue,3100.0,"50 to 280
Guests",50.0,280.0,https://www.hitched.co.uk/wedding-venues/worton-hall_5281.htm
V1858,Notley Abbey,Oxfordshire,Oxfordshire,4.9,129.0,From £110,meal,110.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/notley-abbey_3871.htm
V1859,Garden House Venue,Oxfordshire,"Abingdon, Oxfordshire",5.0,3.0,"From £3,200",venue,3200.0,"25 to 300
Guests",25.0,300.0,https://www.hitched.co.uk/wedding-venues/garden-house-venue_9007.htm
V1860,The Harcourt Arms,Oxfordshire,"Witney, Oxfordshire",N/A,N/A,From £45,meal,45.0,"10 to 75
Guests",10.0,75.0,https://www.hitched.co.uk/wedding-venues/the-harcourt-arms_366255.htm
V1861,Mercure Oxford Hawkwell House Hotel,Oxfordshire,"Oxford, Oxfordshire",5.0,2.0,From £85,meal,85.0,"50 to 150
Guests",50.0,150.0,https://www.hitched.co.uk/wedding-venues/mercure-oxford-hawkwell-house-hotel_306990.htm
V1862,The Tythe Barn Launton,Oxfordshire,"Bicester, Oxfordshire",5.0,146.0,"From £4,750",venue,4750.0,"40 to 220
Guests",40.0,220.0,https://www.hitched.co.uk/wedding-venues/the-tythe-barn-launton_4890.htm
V1863,Hedsor House,Oxfordshire,Oxfordshire,5.0,129.0,"From £6,450",venue,6450.0,"150
Guests",150.0,N/A,https://www.hitched.co.uk/wedding-venues/hedsor-house_5019.htm
V1864,Bodleian Libraries,Oxfordshire,"Oxford, Oxfordshire",5.0,12.0,"From £2,900",venue,2900.0,"2 to 150
Guests",2.0,150.0,https://www.hitched.co.uk/wedding-venues/the-bodleian-libraries_7031.htm
V1865,The Clifden Arms,Oxfordshire,"Oxford, Oxfordshire",N/A,N/A,From £65,meal,65.0,"30 to 80
Guests",30.0,80.0,https://www.hitched.co.uk/wedding-venues/the-clifden-arms_275271.htm
V1866,Hollands Farm Weddings and Events,Oxfordshire,"Oxford, Oxfordshire",N/A,N/A,N/A,N/A,N/A,"10 to 300
Guests",10.0,300.0,https://www.hitched.co.uk/wedding-venues/hollands-farm-weddings-and-events_363373.htm
V1867,Clearwell Castle,Oxfordshire,Oxfordshire,5.0,85.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/clearwell-castle_932.htm
V1868,Macdonald Bear Hotel,Oxfordshire,"Woodstock, Oxfordshire",5.0,2.0,From £50,meal,50.0,"2 to 60
Guests",2.0,60.0,https://www.hitched.co.uk/wedding-venues/macdonald-bear-hotel_8318.htm
V1869,Mercure Thame Lambert Hotel,Oxfordshire,"Chinnor, Oxfordshire",4.9,28.0,"From £1,500",venue,1500.0,"50 to 150
Guests",50.0,150.0,https://www.hitched.co.uk/wedding-venues/mercure-thame-lambert-hotel_5018.htm
V1870,Oxleaze Barn,Oxfordshire,Oxfordshire,5.0,27.0,"From £3,000",venue,3000.0,"150
Guests",150.0,N/A,https://www.hitched.co.uk/wedding-venues/oxleaze-barn_7538.htm
V1871,"TreeDwellers, Cornbury",Oxfordshire,"Chipping Norton, Oxfordshire",N/A,N/A,"From £25,000",venue,25000.0,"2 to 499
Guests",2.0,499.0,https://www.hitched.co.uk/wedding-venues/treedwellers-cornbury_326037.htm
V1872,Whately Hall Hotel,Oxfordshire,"Banbury, Oxfordshire",5.0,3.0,From £100,meal,100.0,"30 to 150
Guests",30.0,150.0,https://www.hitched.co.uk/wedding-venues/whately-hall-hotel_190071.htm
V1873,Brinsop Court Manor House and Barn,Oxfordshire,Oxfordshire,5.0,116.0,From £55,meal,55.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/brinsop-court-manor-house-and-barn_6218.htm
V1874,Old Luxters Barn,Oxfordshire,"Henley On Thames, Oxfordshire",4.9,88.0,"From £2,500",venue,2500.0,"50 to 114
Guests",50.0,114.0,https://www.hitched.co.uk/wedding-venues/old-luxters-barn_3252.htm
V1875,Lains Barn,Oxfordshire,"Wantage, Oxfordshire",4.9,45.0,"From £2,800",venue,2800.0,"40 to 200
Guests",40.0,200.0,https://www.hitched.co.uk/wedding-venues/lains-barn_1951.htm
V1876,voco Oxford Thames,Oxfordshire,"Sanford On Thames, Oxfordshire",5.0,54.0,From £125,meal,125.0,"50 to 200
Guests",50.0,200.0,https://www.hitched.co.uk/wedding-venues/voco-oxford-thames_1932.htm
V1877,Merriscourt,Oxfordshire,"Chipping Norton, Oxfordshire",4.9,21.0,"From £1,950",venue,1950.0,"50 to 120
Guests",50.0,120.0,https://www.hitched.co.uk/wedding-venues/merriscourt_4539.htm
V1878,The Chesterton Hotel,Oxfordshire,"Bicester, Oxfordshire",N/A,N/A,From £100,venue,100.0,"80 to 300
Guests",80.0,300.0,https://www.hitched.co.uk/wedding-venues/the-chesterton-hotel_304734.htm
V1879,Ardington House,Oxfordshire,"Wantage, Oxfordshire",5.0,47.0,"From £5,500",venue,5500.0,"5 to 200
Guests",5.0,200.0,https://www.hitched.co.uk/wedding-venues/ardington-house_1949.htm
V1880,The Vines Black Bourton,Oxfordshire,"Bampton, Oxfordshire",5.0,1.0,"From £1,500",venue,1500.0,"40 to 150
Guests",40.0,150.0,https://www.hitched.co.uk/wedding-venues/the-vines-black-bourton_306706.htm
V1881,Worton Hall,Oxfordshire,"Witney, Oxfordshire",5.0,55.0,"From £3,100",venue,3100.0,"50 to 280
Guests",50.0,280.0,https://www.hitched.co.uk/wedding-venues/worton-hall_5281.htm
V1882,Notley Abbey,Oxfordshire,Oxfordshire,4.9,129.0,From £110,meal,110.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/notley-abbey_3871.htm
V1883,Garden House Venue,Oxfordshire,"Abingdon, Oxfordshire",5.0,3.0,"From £3,200",venue,3200.0,"25 to 300
Guests",25.0,300.0,https://www.hitched.co.uk/wedding-venues/garden-house-venue_9007.htm
V1884,The Harcourt Arms,Oxfordshire,"Witney, Oxfordshire",N/A,N/A,From £45,meal,45.0,"10 to 75
Guests",10.0,75.0,https://www.hitched.co.uk/wedding-venues/the-harcourt-arms_366255.htm
V1885,Mercure Oxford Hawkwell House Hotel,Oxfordshire,"Oxford, Oxfordshire",5.0,2.0,From £85,meal,85.0,"50 to 150
Guests",50.0,150.0,https://www.hitched.co.uk/wedding-venues/mercure-oxford-hawkwell-house-hotel_306990.htm
V1886,The Tythe Barn Launton,Oxfordshire,"Bicester, Oxfordshire",5.0,146.0,"From £4,750",venue,4750.0,"40 to 220
Guests",40.0,220.0,https://www.hitched.co.uk/wedding-venues/the-tythe-barn-launton_4890.htm
V1887,Hedsor House,Oxfordshire,Oxfordshire,5.0,129.0,"From £6,450",venue,6450.0,"150
Guests",150.0,N/A,https://www.hitched.co.uk/wedding-venues/hedsor-house_5019.htm
V1888,Bodleian Libraries,Oxfordshire,"Oxford, Oxfordshire",5.0,12.0,"From £2,900",venue,2900.0,"2 to 150
Guests",2.0,150.0,https://www.hitched.co.uk/wedding-venues/the-bodleian-libraries_7031.htm
V1889,The Clifden Arms,Oxfordshire,"Oxford, Oxfordshire",N/A,N/A,From £65,meal,65.0,"30 to 80
Guests",30.0,80.0,https://www.hitched.co.uk/wedding-venues/the-clifden-arms_275271.htm
V1890,Hollands Farm Weddings and Events,Oxfordshire,"Oxford, Oxfordshire",N/A,N/A,N/A,N/A,N/A,"10 to 300
Guests",10.0,300.0,https://www.hitched.co.uk/wedding-venues/hollands-farm-weddings-and-events_363373.htm
V1891,Clearwell Castle,Oxfordshire,Oxfordshire,5.0,85.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/clearwell-castle_932.htm
V1892,Macdonald Bear Hotel,Oxfordshire,"Woodstock, Oxfordshire",5.0,2.0,From £50,meal,50.0,"2 to 60
Guests",2.0,60.0,https://www.hitched.co.uk/wedding-venues/macdonald-bear-hotel_8318.htm
V1893,Mercure Thame Lambert Hotel,Oxfordshire,"Chinnor, Oxfordshire",4.9,28.0,"From £1,500",venue,1500.0,"50 to 150
Guests",50.0,150.0,https://www.hitched.co.uk/wedding-venues/mercure-thame-lambert-hotel_5018.htm
V1894,Oxleaze Barn,Oxfordshire,Oxfordshire,5.0,27.0,"From £3,000",venue,3000.0,"150
Guests",150.0,N/A,https://www.hitched.co.uk/wedding-venues/oxleaze-barn_7538.htm
V1895,"TreeDwellers, Cornbury",Oxfordshire,"Chipping Norton, Oxfordshire",N/A,N/A,"From £25,000",venue,25000.0,"2 to 499
Guests",2.0,499.0,https://www.hitched.co.uk/wedding-venues/treedwellers-cornbury_326037.htm
V1896,Whately Hall Hotel,Oxfordshire,"Banbury, Oxfordshire",5.0,3.0,From £100,meal,100.0,"30 to 150
Guests",30.0,150.0,https://www.hitched.co.uk/wedding-venues/whately-hall-hotel_190071.htm
V1897,Glebe House Cottages,Cornwall,Cornwall,4.7,11.0,"From £6,000",venue,6000.0,"40 to 120
Guests",40.0,120.0,https://www.hitched.co.uk/wedding-venues/glebe-house-cottages_8628.htm
V1898,The Orangery,Cornwall,"Rame, Cornwall",4.9,24.0,"From £3,600",venue,3600.0,"2 to 200
Guests",2.0,200.0,https://www.hitched.co.uk/wedding-venues/the-orangery_7074.htm
V1899,Tredudwell Manor,Cornwall,"Fowey, Cornwall",5.0,22.0,"From £5,000",venue,5000.0,"16 to 250
Guests",16.0,250.0,https://www.hitched.co.uk/wedding-venues/tredudwell-manor_6489.htm
V1900,St Audries Park,Cornwall,Cornwall,5.0,157.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/st-audries-park_3283.htm
V1901,The Venue At Sandy Cove,Cornwall,Cornwall,4.9,104.0,"From £2,250",venue,2250.0,"2 to 200
Guests",2.0,200.0,https://www.hitched.co.uk/wedding-venues/the-venue-at-sandy-cove_6013.htm
V1902,The Tartan Fox by Adam Handling,Cornwall,"Newquay, Cornwall",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.hitched.co.uk/wedding-venues/the-tartan-fox-by-adam-handling_361713.htm
V1903,Above the Bay,Cornwall,"Falmouth, Cornwall",4.8,1.0,"From £1,800",venue,1800.0,"30 to 180
Guests",30.0,180.0,https://www.hitched.co.uk/wedding-venues/above-the-bay_279347.htm
V1904,Tunnels Beaches,Cornwall,Cornwall,5.0,94.0,From £40,meal,40.0,"2 to 200
Guests",2.0,200.0,https://www.hitched.co.uk/wedding-venues/tunnels-beaches_5452.htm
V1905,Ugly Butterfly by Adam Handling,Cornwall,"St. Ives, Cornwall",N/A,N/A,N/A,N/A,N/A,"40 to 150
Guests",40.0,150.0,https://www.hitched.co.uk/wedding-venues/ugly-butterfly-by-adam-handling_354229.htm
V1906,Launcells Barton,Cornwall,"Bude, Cornwall",5.0,52.0,"From £6,750",venue,6750.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/launcells-barton_6952.htm
V1907,Eden Project,Cornwall,"Par, Cornwall",4.9,11.0,"From £2,220",venue,2220.0,"2 to 250
Guests",2.0,250.0,https://www.hitched.co.uk/wedding-venues/eden-project_6833.htm
V1908,Avalen Farm,Cornwall,"Bodmin, Cornwall",5.0,10.0,"From £4,980",venue,4980.0,"20 to 120
Guests",20.0,120.0,https://www.hitched.co.uk/wedding-venues/avalen-farm_276835.htm
V1909,Wheal Tor Hotel & Glamping,Cornwall,"Liskeard, Cornwall",5.0,2.0,From £800,venue,800.0,"2 to 150
Guests",2.0,150.0,https://www.hitched.co.uk/wedding-venues/wheal-tor-hotel-&-glamping_353625.htm
V1910,Boconnoc,Cornwall,"Lostwithiel, Cornwall",5.0,15.0,"From £5,900",venue,5900.0,"40 to 240
Guests",40.0,240.0,https://www.hitched.co.uk/wedding-venues/boconnoc_4476.htm
V1911,The Rosevine,Cornwall,"Truro, Cornwall",5.0,11.0,From £500,venue,500.0,"2 to 120
Guests",2.0,120.0,https://www.hitched.co.uk/wedding-venues/the-rosevine_5183.htm
V1912,Tregenna Castle,Cornwall,"St. Ives, Cornwall",5.0,20.0,From £80,meal,80.0,"2 to 250
Guests",2.0,250.0,https://www.hitched.co.uk/wedding-venues/tregenna-castle_74099.htm
V1913,Treseren,Cornwall,"Trerice, Cornwall",5.0,51.0,"From £2,750",venue,2750.0,"2 to 22
Guests",2.0,22.0,https://www.hitched.co.uk/wedding-venues/treseren_8739.htm
V1914,Polurrian on the Lizard,Cornwall,"Helston, Cornwall",4.9,11.0,From £65,meal,65.0,"2 to 120
Guests",2.0,120.0,https://www.hitched.co.uk/wedding-venues/polurrian-on-the-lizard_8700.htm
V1915,Pencarrow,Cornwall,"Bodmin, Cornwall",5.0,13.0,N/A,N/A,N/A,"15 to 250
Guests",15.0,250.0,https://www.hitched.co.uk/wedding-venues/pencarrow_6449.htm
V1916,"Surfside & Rum Bar, Polzeath",Cornwall,"Wadebridge, Cornwall",N/A,N/A,From £150,meal,150.0,"2 to 150
Guests",2.0,150.0,https://www.hitched.co.uk/wedding-venues/surfside-&-rum-bar-polzeath_377815.htm
V1917,Mount Pleasant Eco Park,Cornwall,"Porthtowan, Cornwall",5.0,1.0,"From £2,500",venue,2500.0,"40 to 200
Guests",40.0,200.0,https://www.hitched.co.uk/wedding-venues/mount-pleasant-eco-park_344999.htm
V1918,Calloose Holiday park,Cornwall,"Hayle, Cornwall",N/A,N/A,"From £1,995",venue,1995.0,"25 to 130
Guests",25.0,130.0,https://www.hitched.co.uk/wedding-venues/calloose-holiday-park_333419.htm
V1919,Scorrier House,Cornwall,"Redruth, Cornwall",5.0,7.0,"From £5,000",venue,5000.0,"10 to 160
Guests",10.0,160.0,https://www.hitched.co.uk/wedding-venues/scorrier-house_3449.htm
V1920,Trevenna,Cornwall,"Liskeard, Cornwall",5.0,204.0,From £95,meal,95.0,"45 to 120
Guests",45.0,120.0,https://www.hitched.co.uk/wedding-venues/trevenna_4131.htm
V1921,Glebe House Cottages,Cornwall,Cornwall,4.7,11.0,"From £6,000",venue,6000.0,"40 to 120
Guests",40.0,120.0,https://www.hitched.co.uk/wedding-venues/glebe-house-cottages_8628.htm
V1922,The Orangery,Cornwall,"Rame, Cornwall",4.9,24.0,"From £3,600",venue,3600.0,"2 to 200
Guests",2.0,200.0,https://www.hitched.co.uk/wedding-venues/the-orangery_7074.htm
V1923,Tredudwell Manor,Cornwall,"Fowey, Cornwall",5.0,22.0,"From £5,000",venue,5000.0,"16 to 250
Guests",16.0,250.0,https://www.hitched.co.uk/wedding-venues/tredudwell-manor_6489.htm
V1924,St Audries Park,Cornwall,Cornwall,5.0,157.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/st-audries-park_3283.htm
V1925,The Venue At Sandy Cove,Cornwall,Cornwall,4.9,104.0,"From £2,250",venue,2250.0,"2 to 200
Guests",2.0,200.0,https://www.hitched.co.uk/wedding-venues/the-venue-at-sandy-cove_6013.htm
